id,antig,m2total,m2cub,ambientes,banios,direccion,barrio,comuna,latitud,longitud,precioUSD,m2precioUSD,comisaria_dista,obelisco_dista,nrobos,sup_espacio_verde,count_gastronomia,count_culturales
1,0,200,200,0,0,Gral Paz y Rivadavia,LINIERS,9,-34.6393,-58.528647,1500000,7500,1162.6215999196747,14053.79719123377,134,68426.445,12,0
2,30,50,50,0,1,Asuncion,VILLA DEVOTO,11,-34.611807,-58.528138,125000,2500,1887.2270552706618,13473.13937491834,23,110997.543,3,0
3,30,414,414,0,2,Avenida Beiro 5574,VILLA REAL,10,-34.616468,-58.528111,590000,1425.120773,1497.0204344304589,13514.662463171393,33,115341.039,5,0
4,35,414,414,0,2,Avenida Beiro 5574,VILLA REAL,10,-34.616344,-58.527918,730000,1763,1506.066813929305,13495.631683178362,33,115500.289,5,0
5,35,285,285,0,1,Avenida Beiro 5574,VILLA REAL,10,-34.616344,-58.527918,550000,1929,1506.066813929305,13495.631683178362,33,115500.289,5,0
6,0,20,20,0,0,Amadeo Jacques 7000,LINIERS,9,-34.636384,-58.527744,43000,2150,832.171099636106,13886.649121166083,134,85899.037,10,0
7,35,129,129,0,1,Francisco Bauz+�-� 2786,VILLA REAL,10,-34.616377,-58.527598,180000,1395,1495.8336513309991,13466.819976145041,34,115485.935,5,0
8,97,268,268,0,0,Tuyuti 7201,LINIERS,9,-34.644692,-58.527501,390000,1455.223881,1711.0065981395715,14133.532779945439,58,61231.55,5,0
9,1,270,270,4,4,Jos+�-� Le+�-�n Su+�-�rez,LINIERS,9,-34.644636,-58.527448,390000,1444,1704.0044258257608,14126.937095707597,59,60861.066,6,0
10,40,268,246,5,2,TUYUTI Y JOSE LEON SUAREZ,LINIERS,9,-34.6448,-58.527318,360000,1463,1719.7681994847774,14121.499791804297,55,61723.522000000004,4,0
11,0,63,63,0,2,Ramon L. Falc������n,LINIERS,9,-34.640227,-58.526303,46632,740,1204.0140424642373,13877.266486169126,167,71297.385,14,0
12,25,50,50,0,1,LOPE DE VEGA 3200,VILLA REAL,10,-34.613664,-58.525795,490000,9800,1768.1027250777456,13274.138917520466,40,123950.874,3,0
13,0,512,512,0,0,JUSTO  JUAN B AV 9600,LINIERS,9,-34.634756,-58.525731,900000,1757,599.4888101578505,13661.998172573794,97,99139.819,7,0
14,40,26,26,0,1,Rivadavia 11440,LINIERS,9,-34.63928,-58.525572,98000,3769,1090.029275980476,13782.785460275723,168,74559.22899999999,14,0
15,0,360,320,6,4,CARHUE 100,LINIERS,9,-34.640109,-58.525012,790000,2468,1176.2798340856289,13760.237727852536,175,71188.742,14,0
16,30,200,200,0,2,Ram+�-�n Falc+�-�n 7000,LINIERS,9,-34.640116,-58.525001,370000,1850,1176.9781048839618,13759.500834530298,175,71160.318,14,0
17,0,320,0,0,0,Victor Hugo 2500,VILLA REAL,10,-34.618953,-58.524956,352000,1100,1177.0338381943618,13259.074047266762,39,105792.951,4,1
18,0,115,115,0,1,RIVADAVIA al 11300,LINIERS,9,-34.639152,-58.524767,780000,6782,1068.8141050450413,13707.9989017862,172,72859.802,12,0
19,0,115,115,0,1,RIVADAVIA al 11300,LINIERS,9,-34.639152,-58.524767,780000,6782,1068.8141050450413,13707.9989017862,172,72859.802,12,0
20,50,516,516,0,2,Avenida Juan B Justo al 9500,VERSALLES,10,-34.634597,-58.524032,900000,1744,561.4229799495137,13506.802314943005,76,93308.285,5,0
21,30,120,120,0,3,Ramon L. Falcon 6930,LINIERS,9,-34.640216,-58.523914,620000,5166,1184.8158038181734,13667.516963710608,155,70859.378,12,0
22,0,130,130,0,1,Av Rivadavia al 11300,LINIERS,9,-34.638967,-58.523671,775000,5961.538462,1046.7475075277277,13605.84278264375,144,71896.705,11,0
23,60,30,30,1,0,Montiel al 1300,LINIERS,9,-34.653309,-58.523208,47000,1566,2225.033745729132,14105.503712287926,30,123633.71,2,0
24,0,246,0,0,0,Moliere 2400,VILLA REAL,10,-34.619266,-58.523095,440000,1789,1142.585928878558,13094.31028558696,40,97342.01,0,1
25,10,68,68,0,1,Virgilio 2600,VILLA REAL,10,-34.617376,-58.523038,85000,1250,1352.086137636486,13063.268731914108,38,109202.879,3,1
26,40,550,550,0,0,Timoteo Gordillo,LINIERS,9,-34.63929,-58.522757,780000,1418.181818,1088.4005477987248,13535.967757396711,116,70896.528,11,0
27,0,125,125,0,2,EMILIO CASTRO  7500,MATADEROS,9,-34.655433,-58.522751,340000,2720,2108.2523462650574,14160.61774628305,30,119376.117,2,0
28,40,130,130,0,1,MONTIEL  1300,LINIERS,9,-34.65401,-58.522382,250000,1923,2137.005821087549,14066.41662154159,31,123075.83099999999,2,0
29,0,24,24,0,1,PATRON 7400,LINIERS,9,-34.654361,-58.522277,75000,3125,2112.3387817059465,14073.058268421411,32,120384.724,2,0
30,40,479,462,0,2,juan B Justo 9300,LINIERS,9,-34.634152,-58.522176,600000,1252.609603,539.7962134742011,13329.66883614138,51,82986.734,6,0
31,40,257,257,0,2,Rivadavia 11156,LINIERS,9,-34.639043,-58.522042,780000,3035,1070.4106743473142,13465.276817120333,93,70506.674,13,0
32,46,88,88,0,0,Baigorria 5797,VERSALLES,10,-34.624681,-58.521961,150000,1705,571.3073590990599,13084.200921714486,34,115523.415,6,0
33,0,73,73,0,1,Allende al 4100,VILLA DEVOTO,11,-34.603966,-58.52117,125000,1712,808.4129022365288,12804.615248150878,25,120955.494,0,0
34,0,66,66,0,0,Virgilio 2300,VILLA REAL,10,-34.618788,-58.521072,98000,1485,1222.9763956832346,12903.460545683405,38,82045.791,0,1
35,0,773,773,0,0,A. Lope de Vega,VILLA REAL,10,-34.617176,-58.520975,1200000,1552,1399.6453001293412,12872.772239180456,43,89838.994,0,1
36,0,100,100,0,0,Arregui   6127/29,VERSALLES,10,-34.627715,-58.520825,220000,2200,357.302752219175,13046.005390197099,35,92368.163,8,0
37,0,51,51,0,1,A. M. Cervantes al 3000,VILLA DEVOTO,11,-34.613217,-58.520477,180000,3529,1712.4817035686856,12783.970711772972,33,91105.516,4,0
38,0,37,37,0,1,A. M. Cervantes al 3000,VILLA DEVOTO,11,-34.613217,-58.520477,145000,3918,1712.4817035686856,12783.970711772972,33,91105.516,4,0
39,35,730,730,0,5,AV LOPE DE VEGA   2600,VILLA DEVOTO,11,-34.617421,-58.520463,700000,958,1383.4023026600116,12829.308573211298,38,71701.194,0,1
40,15,1026,1026,0,6,LISANDRO DE LA TORRE 500,LINIERS,9,-34.645144,-58.520301,1150000,1120,1508.5164020847703,13526.972147150205,36,78733.387,0,0
41,0,130,130,0,1,Avenida Francisco Beiro 4918,VILLA DEVOTO,11,-34.610903,-58.520006,235000,1807,1453.6222026587536,12722.396964256473,38,79788.149,5,0
42,0,499,499,0,0,���++lvarez Jonte 6200,VERSALLES,10,-34.632547,-58.519938,400000,801,502.9525835316215,13086.672271919522,49,64341.244,6,0
43,0,18,0,0,0,MELINCUE 5400,VILLA REAL,10,-34.620137,-58.519935,51000,2833,1108.516463670962,12820.389919694864,37,60038.908,0,1
44,0,130,130,0,1,AV FCO Beiro al 4900,VILLA DEVOTO,11,-34.610833,-58.519639,240000,1846,1437.1325774672066,12688.320278445328,37,77992.17599999999,5,0
45,0,312,0,0,0,BERMUDEZ 3100,VILLA DEVOTO,11,-34.611888,-58.519599,489000,1567,1549.6443134887797,12692.416190491618,40,81443.924,5,0
46,0,534,534,0,0,Pilar 600,LINIERS,9,-34.646748,-58.519598,610000,1142,1528.389668480652,13528.028732586312,31,74808.655,0,0
47,0,356,356,0,7,Lisandro de la Torre,LINIERS,9,-34.647683,-58.519595,650000,1825,1581.7819827052103,13564.6672594733,33,78291.539,0,0
48,40,624,624,0,6,Rivadavia al 11000,LINIERS,9,-34.63932,-58.519592,1300000,2083,1159.425606451607,13259.596584525421,52,51325.957,10,0
49,35,55,55,0,1,Rivadavia 11028,LINIERS,9,-34.639283,-58.519324,205000,3727,1164.4818492784013,13234.91585369127,49,48453.725,9,0
50,0,37,37,0,0,Arregui 5900,VERSALLES,10,-34.627271,-58.518693,80000,2162,550.8589690964951,12844.571220408943,37,62910.221,9,0
51,0,19,19,1,1,Caaguazu al 6300,LINIERS,9,-34.645413,-58.51706,29900,1574,1253.0342604384484,13258.206112312244,23,48315.958000000006,0,0
52,0,22,22,0,1,PILAR  800,LINIERS,9,-34.648619,-58.516958,95000,4318,1451.1501147010883,13377.581413655185,31,52917.648,0,0
53,0,22,22,0,1,MONTIEL al 1800,MATADEROS,9,-34.65824,-58.516879,115000,5227,1499.3416215403872,13803.54274743153,23,111552.06999999999,3,0
54,0,53,53,1,1,AVDA. FRANCISCO BEIRO 4670,VILLA DEVOTO,11,-34.608741,-58.516239,325000,6132,1158.0870283882155,12364.57582346537,46,45604.98,6,1
55,25,28,28,0,0,Av Lope de Vega,MONTE CASTRO,10,-34.621183,-58.515889,75000,2678,1190.4680544530452,12470.628116898884,46,49128.659,1,1
56,40,0,24,0,1,AV. LOPE DE VEGA,MONTE CASTRO,10,-34.621183,-58.515889,75000,3125,1190.4680544530452,12470.628116898884,46,49128.659,1,1
57,0,90,90,0,1,Avda San Martin 7200,VILLA DEVOTO,11,-34.590319,-58.515643,250000,2777,886.9890533043726,12387.884669683968,21,87370.689,4,0
58,20,63,63,0,1,Benito Juarez 3491,VILLA DEVOTO,11,-34.608287,-58.51532,130000,2063,1106.5769830099377,12278.212265145334,48,40165.112,6,1
59,35,30,30,1,1,Mercedes 4429,VILLA DEVOTO,11,-34.597558,-58.515109,90000,3000,95.51444632773669,12268.04092757507,27,120646.198,5,0
60,25,200,200,0,3,AV JUAN B ALBERDI  7200,MATADEROS,9,-34.660719,-58.514978,500000,2500,1273.9513817570657,13771.043867273154,26,112368.79400000001,4,0
61,30,22,22,0,1,Calder+�-�n de la Barca al 2200,MONTE CASTRO,10,-34.61991,-58.514645,43000,1954,1372.0110636741483,12336.652423612213,46,34317.193,1,1
62,30,33,33,0,1,ercilla al 6600,LINIERS,9,-34.650949,-58.514547,80000,2424,1495.4923715508241,13272.433682163914,29,53268.072,0,0
63,0,227,227,0,2,Av Francisco Beiro al 5500,VILLA DEVOTO,11,-34.600688,-58.514393,549000,2418,285.8263507332196,12187.777388357414,34,106192.616,8,0
64,0,110,110,0,2,Av. San Martin al 5900,VILLA DEVOTO,11,-34.600688,-58.514393,385000,3500,285.8263507332196,12187.777388357414,34,106192.616,8,0
65,0,140,100,0,1,SEGUROLA  AV. 2000,VILLA DEVOTO,11,-34.600688,-58.514393,290000,2071.428571,285.8263507332196,12187.777388357414,34,106192.616,8,0
66,0,60,60,0,1,AV RIVADAVIA 10700,LINIERS,9,-34.639354,-58.514024,125000,2083,822.2620551392058,12774.245971405091,22,59080.556,4,0
67,0,50,50,0,0,AV. RIVADAVIA,LINIERS,9,-34.639354,-58.514024,200000,4000,822.2620551392058,12774.245971405091,22,59080.556,4,0
68,0,85,85,0,2,Pje Martin Fierro  al 5300,MONTE CASTRO,10,-34.62354,-58.513989,185000,2176,1136.558951358822,12342.280503377866,47,52288.357,7,0
69,0,66,60,2,2,SIMBRON 4600,VILLA DEVOTO,11,-34.609956,-58.513904,130000,2166,1300.8149505337515,12157.484462776314,48,32436.136,5,1
70,10,76,68,0,1,ELPIDIO GONZALEZ 5802,VERSALLES,10,-34.631587,-58.513653,165000,2171.052632,979.1455199787791,12501.854562524475,35,65466.392,3,0
71,0,42,42,0,0,Avenida Lisandro de la Torre 1200,MATADEROS,9,-34.652246,-58.513562,15000,357,1568.2070767690868,13247.248535743574,26,54862.817,0,0
72,0,224,0,0,0,Coronel RaMON L Falcon 6200,LINIERS,9,-34.640423,-58.513456,349000,1558,769.0292023063317,12762.010859223761,30,55826.199,4,0
73,30,330,230,0,0,Avenida Francisco Beiro 4410,VILLA DEVOTO,11,-34.606716,-58.512958,780000,3391,963.1185134665448,12055.770527342112,46,56354.251,7,0
74,30,190,190,0,3,LISANDRO DE LA TORRE 1300,MATADEROS,9,-34.652418,-58.512916,260000,1368,1512.8351273733347,13200.937134306478,20,54844.555,0,0
75,30,475,450,3,1,Av Francisco Beiro 4386,VILLA DEVOTO,11,-34.606416,-58.512592,600000,1263.157895,940.2697361224724,12021.35403789641,47,56269.955,7,0
76,0,150,150,0,4,Venta Sal+�-�n de Fiestas 150 m2 en Liniers dise+�-�o y Categor+�-�a Sobre E. Castro al 6.400. 150 m2 Cubiertos,LINIERS,9,-34.650321,-58.512586,349000,2326,1338.6787355438205,13079.757315393215,28,53036.587,0,0
77,16,30,30,1,1,av. larrazabal,LINIERS,9,-34.643324,-58.512333,75000,2500,761.6455357570142,12771.41380502916,36,48172.71,1,0
78,10,26,26,0,1,AV LARRAZABAL 400,LINIERS,9,-34.643267,-58.512312,72000,2769.230769,756.8882321590652,12767.434329762815,36,49274.155,1,0
79,0,457,457,0,0,Juan Bautista Alberdi y Carhu+���+�-�,MATADEROS,9,-34.659,-58.512007,340000,743.982495,1047.789241312978,13441.649015615529,40,128985.27,3,0
80,0,19,19,0,0,MIRANDA,VILLA LURO,10,-34.628171,-58.511879,49000,2578,1125.2760820817848,12255.04974475655,39,49984.801999999996,8,0
81,0,24,24,0,0,Campana 5300,VILLA PUEYRREDON,12,-34.58473,-58.511802,62000,2583,1267.6772298622411,12130.61329752582,17,103840.525,0,0
82,0,25,0,0,0,Marcos Paz esq Tinogasta DEVOTO,VILLA DEVOTO,11,-34.610198,-58.511737,45000,1800,1365.1907050634993,11960.62134156799,51,28396.022999999997,4,1
83,0,45,45,0,1,LASCANO 5100,MONTE CASTRO,10,-34.622709,-58.51152,48000,1066,1375.3137719697534,12103.189755623376,52,33265.677,9,1
84,15,600,600,0,0,alberdi 6900,MATADEROS,9,-34.658498,-58.511353,1500000,2500,1011.1414925645577,13362.924407019833,38,126941.379,4,0
85,0,433,409,0,3,AV. Fco. Beiro al 4300,VILLA DEVOTO,11,-34.605742,-58.511292,490000,1198,914.0346781654542,11900.540464620657,41,56547.359,7,1
86,36,381,304,0,0,Lope de Vega 1622,VILLA LURO,10,-34.624941,-58.510952,350000,1151,1303.8444382758914,12097.51802586639,51,37856.117,9,0
87,2,16,16,0,1,FRANCO 3200,VILLA PUEYRREDON,12,-34.584195,-58.510531,45000,2812,1193.1846127277397,12026.375085484646,24,117851.806,0,0
88,0,24,24,0,0,Yrigoyen al 700,VILLA LURO,10,-34.633174,-58.510223,55000,2291,888.632213951493,12243.044528042174,26,42544.699,1,0
89,40,24,24,0,0,Yrigoyen al 700,VILLA LURO,10,-34.633174,-58.510223,50000,2083.333333,888.632213951493,12243.044528042174,26,42544.699,1,0
90,60,68,68,0,1,ALBERDI  JUAN B. AV. 6800,MATADEROS,9,-34.65786,-58.510221,129000,1897,948.3111387501806,13238.33981355154,47,121326.332,5,0
91,50,21,21,0,1,Av Rivadavia  al 10400,LINIERS,9,-34.639194,-58.510219,80000,3809,478.3268942242437,12437.298880148654,40,43348.079,1,0
92,32,21,21,0,0,A. S+�-�enz Valiente 21,LINIERS,9,-34.638667,-58.510178,60000,2857,488.58724675618146,12415.378372737336,40,38633.732,2,0
93,32,21,0,0,0,A. S+�-�enz Valiente 21,LINIERS,9,-34.638667,-58.510178,60000,2857,488.58724675618146,12415.378372737336,40,38633.732,2,0
94,32,21,0,0,0,A. S+�+�+�+�+�+�enz Valiente 21,LINIERS,9,-34.638667,-58.510178,55000,2619,488.58724675618146,12415.378372737336,40,38633.732,2,0
95,45,41,41,1,1,Andalgala al 1595,MATADEROS,9,-34.659532,-58.510116,65000,1585,864.6827846822389,13314.915760756188,37,141653.288,4,0
96,0,0,20,0,1,Manuel Artigas  6801,MATADEROS,9,-34.656127,-58.509515,56900,2845,1004.66388362576,13094.281397386772,43,77289.3,6,0
97,0,0,20,1,1,Manuel Artigas  6801,MATADEROS,9,-34.656127,-58.509515,46000,2300,1004.66388362576,13094.281397386772,43,77289.3,6,0
98,6,34,34,0,1,POLA,LINIERS,9,-34.643154,-58.509146,90000,2647,513.3489208209104,12490.802877979586,45,51533.211,0,0
99,10,153,153,1,1,SANABRIA 3100,VILLA DEVOTO,11,-34.608227,-58.509137,220000,1437.908497,1249.491252093105,11711.313048632592,55,36797.811,4,1
100,0,47,47,1,0,Av Mosconi y Lavallol,VILLA DEVOTO,11,-34.590309,-58.508842,135000,2872,871.7362237888002,11768.879301277397,28,59726.918999999994,3,0
101,20,520,520,0,9,Lascano  al 5000,MONTE CASTRO,10,-34.619856,-58.508549,650000,1250,1780.696996354881,11782.888414276184,52,24286.713,3,1
102,0,147,147,0,0,SIMBRON 4100,VILLA DEVOTO,11,-34.606002,-58.507759,235000,1599,1115.9383566364713,11577.118519513251,53,44466.562,4,1
103,0,142,142,0,0,Nu+���+�-�ez 6300,VILLA URQUIZA,12,-34.570297,-58.507236,207000,1457.746479,1830.6855014558057,12109.685799331328,20,315162.502,5,0
104,0,142,0,0,0,Nu���+�������ez 6300,VILLA URQUIZA,12,-34.570297,-58.507236,189000,1331,1830.6855014558057,12109.685799331328,20,315162.502,5,0
105,5,493,380,6,4,SANABRIA 2900,VILLA DEVOTO,11,-34.610349,-58.507061,550000,1447,1548.0857214504804,11533.583881150562,47,16510.899,1,1
106,40,180,180,0,4,JOSE ENRIQUE RODO 6700,MATADEROS,9,-34.660678,-58.506836,175000,972,539.8702639500951,13110.172004737185,38,137091.56600000002,2,1
107,0,335,335,1,0,Avda. de Los Corrales al 7200,MATADEROS,9,-34.667614,-58.506347,285000,850,783.7389030776702,13459.441199508852,26,135133.228,3,0
108,0,198,198,0,0,Moliere 700,VILLA LURO,10,-34.631848,-58.505952,260000,1313,904.1531349016844,11826.439910816729,41,35429.085,1,0
109,30,0,36,0,0,CAFAYATE 1810,MATADEROS,9,-34.655782,-58.505377,55000,1527,789.8758639934632,12738.048180232243,50,81973.352,8,0
110,5,45,45,1,1,CARLOS ANTONIO LOPEZ 3055,VILLA PUEYRREDON,12,-34.586545,-58.5051,160000,3555,632.5405604301764,11490.431659270695,48,34216.481999999996,5,0
111,40,150,150,0,0,PILAR 1900,MATADEROS,9,-34.657482,-58.505093,195000,1300,616.5441275742093,12801.538197390382,47,83011.137,7,1
112,30,280,240,0,2,BEIRO 3679,VILLA DEVOTO,11,-34.601404,-58.504643,550000,2291,1062.4218325319166,11291.674989762461,39,47043.312000000005,1,1
113,1,90,62,0,2,BERMUDEZ 1615,MONTE CASTRO,10,-34.623145,-58.50463,240000,2666.666667,1866.5900286809529,11490.413624379673,65,28968.438000000002,3,0
114,0,36,36,0,1,Bermudez 1615,MONTE CASTRO,10,-34.623145,-58.50463,125000,3472.222222,1866.5900286809529,11490.413624379673,65,28968.438000000002,3,0
115,0,32,32,0,0,Berm������dez 1500,MONTE CASTRO,10,-34.623441,-58.504479,68000,2125,1834.1303750974266,11483.008207924162,64,28968.438000000002,2,0
116,0,32,32,0,0,Berm+�+�+�+�+�-�dez 1500,MONTE CASTRO,10,-34.623441,-58.504479,72000,2250,1834.1303750974266,11483.008207924162,64,28968.438000000002,2,0
117,0,32,0,0,1,Bermudez al 1500,MONTE CASTRO,10,-34.623429,-58.504466,55000,1719,1835.4628469476945,11481.636113008151,64,28968.438000000002,2,0
118,0,20,20,0,1,MARCOS SASTRE al 4400,MONTE CASTRO,10,-34.612998,-58.504285,63500,3175,1931.707956365494,11302.33602262001,42,18589.862,1,1
119,0,30,30,0,1,Av.Beiro al 3600,VILLA DEVOTO,11,-34.600746,-58.503777,145000,4833,1118.0909257935607,11214.199810726706,39,44402.187,1,1
120,0,50,50,0,1,Sanabria al 2400,MONTE CASTRO,10,-34.61449,-58.503593,110000,2200,2105.68666402176,11255.427144822012,42,18388.832000000002,1,1
121,0,689,689,0,0,Av. Juan Bautista Alberdi  al 5700,MATADEROS,9,-34.652626,-58.503256,1600000,2322.206096,1056.74263544551,12408.124958565162,38,71660.64899999999,7,0
122,0,722,722,0,0,Av. Juan Bautista Alberdi  al 5700,MATADEROS,9,-34.652626,-58.503256,1900000,2631.578947,1056.74263544551,12408.124958565162,38,71660.64899999999,7,0
123,45,345,150,1,2,Mataderos,MATADEROS,9,-34.657735,-58.503221,280000,811.594203,508.640534013145,12663.163605028674,36,84495.807,7,3
124,0,54,54,0,0,Nueva York 3307,VILLA DEVOTO,11,-34.594783,-58.503219,139000,2574,664.2351126059783,11202.389730330833,34,29591.39,9,0
125,0,54,54,0,0,Chivilcoy 2500,VILLA DEVOTO,11,-34.609887,-58.503054,105000,1944,1724.4125309033318,11163.592033130257,40,6160.219,1,0
126,0,105,105,0,1,MIRALLA 800,MATADEROS,9,-34.646722,-58.503008,180000,1714,773.2189161321902,12115.396880151848,35,23661.641,3,0
127,60,286,286,0,2,Eva Per+�-�n 5100,MATADEROS,9,-34.657242,-58.502971,370000,1293,552.5171193814292,12617.166433793143,37,84932.38100000001,7,2
128,30,310,310,0,3,ALBERDI  JUAN B. AV. 5800,MATADEROS,9,-34.652076,-58.502598,600000,1935,1108.0454694793934,12327.24297244946,38,65469.214,6,0
129,0,650,542,7,7,POLA 1047,MATADEROS,9,-34.648396,-58.502511,360000,664,964.4252599155756,12148.021465123276,35,14110.319,3,0
130,0,217,217,0,1,Av. San Martin al 6100,AGRONOMIA,15,-34.594745,-58.502212,1200000,5529,616.2240306291058,11110.75915622316,31,17253.407,11,0
131,0,22,22,0,1,Nazca 4582,VILLA PUEYRREDON,12,-34.587249,-58.501313,68000,3090,326.4495380642729,11134.86375598353,55,23973.796,6,0
132,0,58,58,0,0,Avda. de los Constituyentes 5500,VILLA PUEYRREDON,12,-34.57496,-58.501124,138000,2379,1096.4701939190547,11421.767693493843,58,167689.672,4,0
133,60,108,108,0,1,Juan B. Justo al 8000,VILLA LURO,10,-34.632656,-58.501068,150000,1388,890.8037483501874,11419.868940675584,39,30523.157,1,0
134,0,57,57,0,0,Alvarez Jonte 4300,MONTE CASTRO,10,-34.617303,-58.500989,124900,2191,2029.5918620737948,11056.039859704797,47,18111.611,3,0
135,0,56,56,0,1,Alvarez Jonte al 4300,MONTE CASTRO,10,-34.617052,-58.500821,120000,2142,2035.3627256111129,11037.020809085609,46,18296.260000000002,3,0
136,0,35,0,1,1,Miralla al 1000,MATADEROS,9,-34.648331,-58.500753,82000,2343,1009.3450733810854,11998.056247365723,29,5419.06,2,0
137,0,140,88,0,1,Oliden al 1800,MATADEROS,9,-34.655489,-58.500545,280000,3181,723.8594277221605,12329.63794141639,34,87377.435,5,0
138,0,180,180,0,0,CALDERON  800,VELEZ SARSFIELD,10,-34.630816,-58.500189,220000,1222,1110.0360942108946,11286.541941136858,42,33801.972,1,0
139,0,57,57,0,0,RIVADAVIA al 9600,VILLA LURO,10,-34.637296,-58.500093,135000,2368,545.3562541799876,11490.287901263922,46,35189.846,0,0
140,50,240,240,5,1,Oliden,MATADEROS,9,-34.656222,-58.500052,300000,1250,648.3918482033677,12327.836384831344,17,87657.784,1,1
141,0,320,320,0,1,AVDA NAZCA 4354,VILLA PUEYRREDON,12,-34.588952,-58.499919,350000,1093,98.41658234822279,10978.886333637422,50,20993.366,6,0
142,0,25,25,0,1,Beethoven  al 3400,VILLA URQUIZA,12,-34.567032,-58.499723,59000,2360,1568.1108734763636,11577.849987509571,49,455986.128,1,1
143,30,612,910,4,4,Av. Eva Peron al 7200,MATADEROS,9,-34.672924,-58.499686,750000,824,1220.0826743669381,13275.82211931041,20,127382.771,2,0
144,40,26,26,1,1,GRIVEO 2514,VILLA PUEYRREDON,12,-34.581968,-58.49941,68000,2615.384615,859.1667255924206,11075.627711470976,54,27366.821,5,1
145,0,120,120,0,2,Cuenca al 3600,VILLA DEVOTO,11,-34.596322,-58.499369,375000,3125,733.1755517210432,10836.318969013131,33,16154.318,13,0
146,40,33,33,0,1,BAHIA BLANCA 2300,MONTE CASTRO,10,-34.612269,-58.499153,95000,2878,2161.8942348678497,10826.320363760327,31,22709.257,3,0
147,40,42,42,1,1,Bahia blanca 2200,MONTE CASTRO,10,-34.613479,-58.49823,120000,2857,2155.781180514652,10754.622213346189,33,18191.108,3,0
148,46,95,95,0,2,JUAN B ALBERDI,MATADEROS,9,-34.647669,-58.498169,235000,2473,1064.0789171058861,11751.989636581055,25,5736.0250000000005,3,0
149,0,40,40,0,0,Nahuel Huapi 5700,VILLA URQUIZA,12,-34.57628,-58.49805,117000,2925,780.5508925231666,11110.179215644359,55,30759.333,3,0
150,0,40,40,0,0,Nahuel Huapi 5700,VILLA URQUIZA,12,-34.57628,-58.49805,117000,2925,780.5508925231666,11110.179215644359,55,30759.333,3,0
151,50,93,83,0,2,JONTE  al 4000,MONTE CASTRO,10,-34.615477,-58.497951,330000,3975,1968.646106229678,10753.705711164672,33,17631.459,2,0
152,0,85,85,0,0,Cuenca al 3400,VILLA DEL PARQUE,11,-34.597532,-58.497862,300000,3529,878.3275298847029,10688.97240696741,32,19377.662,10,0
153,0,25,25,1,1,Helguera 3665,AGRONOMIA,15,-34.595399,-58.497828,75000,3000,646.3966649913089,10703.753963342666,30,15140.154,11,0
154,20,25,25,1,1,HELGUERA,AGRONOMIA,15,-34.59538,-58.497797,80000,3200,644.9049163308474,10701.154181881353,30,15089.922,11,0
155,0,300,300,0,2,Cuenca al 3400,VILLA DEL PARQUE,11,-34.598275,-58.497725,1500000,5000,961.7018628106034,10671.417879814462,39,23921.698,8,0
156,0,72,72,0,1,Rodo al 5600,MATADEROS,9,-34.653217,-58.497659,98000,1361,1025.3514473045896,11978.586165684634,19,86594.67,1,0
157,0,110,110,0,2,Burela al 3200,VILLA URQUIZA,12,-34.570654,-58.49763,260000,2363,1130.221010889267,11260.912986752643,53,150927.573,1,0
158,0,110,90,0,2,Avenida Constituyentes al 5100,VILLA PUEYRREDON,12,-34.578025,-58.497501,135000,1500,686.9450930560517,11009.980270828604,60,23752.989,3,1
159,0,130,130,0,3,JUAN B JUSTO  7700,VELEZ SARSFIELD,10,-34.630921,-58.497376,160000,1230,1227.5352795211518,11041.27678950348,33,28077.128,4,0
160,0,230,205,0,0,JUAN B JUSTO 7700,VELEZ SARSFIELD,10,-34.630921,-58.497376,210000,1024,1227.5352795211518,11041.27678950348,33,28077.128,4,0
161,0,40,40,0,1,Beiro y San Martin,VILLA DEVOTO,11,-34.596808,-58.497209,155000,3875,811.6098416605048,10634.715373268751,29,15429.236,10,0
162,5,34,34,0,1,Artigas,VILLA PUEYRREDON,12,-34.58379,-58.4972,180000,5294,686.4648233886572,10834.720722342954,52,25515.374,6,1
163,0,195,150,0,1,Carrasco 902 Esquina Remedios Escalada De San Martin  Valor Lote Interesante Esquina Para Emprendimiento En Altura Carrasco  900,VELEZ SARSFIELD,10,-34.627823,-58.497078,339000,2260,1224.327254102544,10925.959522744182,40,16356.665,0,0
164,0,66,66,0,1,Zamudio 4700,VILLA PUEYRREDON,12,-34.582288,-58.496992,70000,1060,751.1216625203979,10851.385764843726,49,22957.322,5,1
165,99,194,150,0,3,Carrasco   900,VELEZ SARSFIELD,10,-34.627872000000004,-58.496964,339900,2266,1213.4429011372692,10917.162383836352,41,16650.073,0,0
166,0,30,0,0,0,Nogoya 3500,VILLA DEL PARQUE,11,-34.605952,-58.496791,115000,3833,1816.898354353272,10571.219176873044,53,15964.191,3,1
167,0,30,0,0,0,Nogoya 3500,VILLA DEL PARQUE,11,-34.605952,-58.496791,115000,3833,1816.898354353272,10571.219176873044,53,15964.191,3,1
168,0,400,400,0,0,DIRECTORIO  AVDA. 5700,MATADEROS,9,-34.655647,-58.496523,650000,1625,822.7134065027667,12012.933331946919,21,87369.07800000001,0,0
169,20,151,151,0,1,Tinogasta 3200,VILLA DEL PARQUE,11,-34.60086,-58.496427,320000,2119,1265.665097460786,10539.914673752963,47,15836.082,7,1
